par_id,community,text,label
6083,disabled,Whenever term disabled mentioned becomes general perception someone completely crippled bedridden disabled judged completely hopeless unable fend themselves It known deficiency caused deficiencies various subsystems human body Persons disabilities may suffer visual impairment physical disability intellectual disability mental illness various types chronic illnesses,1
4052,women,National women golf team impressive displays All African Challenge,0
2691,homeless,The report projects percentage children living families  insecure  source food risen 17 2007 nearly 18 2010  increase 750000 children  Up 500000 children may homeless year  living either shelters places meant habitation ,0
3314,women,Research Marisa Cohen  2016  reveals women believe men pay date likely attracted  Yet men view payment different light ,0
6988,homeless,After Vatican controversy McDonalds helps feed homeless Rome,1
6573,refugee,The mob violence start 2016 heightened popular fears worse come  threatened tip long broadly welcoming mood last September saw crowds cheering Syrian refugees arriving train ,0
1273,hopeless,The coming fury angry America palpable silent What tiny fraction earths population utter hopelessness situation washes tide history rolls carrying inexorably past,1
927,women,Hindu women look second story window Lahore ,0
9942,in-need,Very often people need may read newspapers access internet even understand English told parliament last month  They need people speak language people knock doors see okay explain assistance schemes them ,1
10408,homeless,Most the homeless able work bigger challenge us help keep job said,1
7218,refugee, President Trump right  I built wall along Israel s southern border  It stopped illegal immigration  Great success  Great idea   Netanyahu tweeted Saturday  referring barrier built stop refugees migrants ,0
873,poor-families,Citing fact children died Gorakhpurs Baba Raghav Das BRD Medical College Farrukhabad district hospital belonged poor families Shiv Sena said instead acting God among poor government hospitals proves God death them,1
2176,refugee, It vile farright extremists neoNazis try spread hollow  hateful propaganda shameful citizens including families children join  protests  said Merkel strongest statement date wave antirefugee protests hit eastern Germany ,0
393,hopeless,Intelligent individuals hope fully develop country share ideas solve issues  Unfortunately  hopeless ones using intelligence manipulate others carry evil plans ,0
6173,refugee,The new rules much outright ban tightening alreadytough visa policies affecting citizens six Muslimmajority countries well refugees,0
6035,poor-families,In South Africa education right privilege unfavorable background unwittingly violate right Its open secret poverty rampant country enough privileges help dont It may sound like exaggeration many girls poor families miss school sanitary pads,1
1313,homeless,There also challenge identifying secondary beneficiaries  families housing homeless adequately equipped challenge required extra resources  This involved building reliable data bases  considerable speed ,0
5178,refugee,But Oct 20  Norwegian oil tanker name Berge Tasta  It passed rickety boat turning back welcoming board  eventually taking Singapore late October 1980 given shelter Hawkins Road Refugee Camp Sembawang  The camp  run United Nations High Commissioner Refugees  UNHCR  1978 1996  first refugee camp ,0
6971,women,It regrettable De Lima chose attribute episode life to a womans frailties responsible choices But taken step admitting relationship Dayan maybe take next step help come say wants,1
1887,women,Ramsey  worked profession past eight years  something rarity  Despite UK government attempts change gender ratio teachers Early Years  98 women  In public sector department imbalance severe ,0
6389,homeless,As part challenge King joined two families help homeless Thanksgiving Day She took three children downtown afternoon give blanket coat homecooked meal homeless families ran into It also included bracelet card,1
3552,poor-families,Apparently  62 people imprisoned happen consist women  remaining 38 men  The agency informed arrested people happen come poor families tempted smuggle drugs promises high paying allowance free travel foreign countries ,0
7298,migrant,Despite claiming great heart political talent Trump killed hundreds thousands socalled dreamers immigrants children parents entered United States illegally s life turned upside down A political ploy revealed neither nature ,1
2924,hopeless,We became attracted physically bodies minds became polluted body consciousness  Once God discarded Truth defamed  universal ethics replaced relativism perfection immolated personal ideal  human family hopelessly broken shards selfishness  With fall soulconsciousness  fell  trap door history reached rock bottom  But yet  even darkest hour  secret forces work help us salvage situation ,0
